MSE chan 0,MSE chan 1,MSE chan 2,MAE chan 0,MAE chan 1,MAE chan 2,SSIM chan 0,SSIM chan 1,SSIM chan 2,IOUs chan 0,IOUs chan 1,IOUs chan 2,PCC chan 0,PCC chan 1,PCC chan 2,Euclidean chan 0,Euclidean chan 1,Euclidean chan 2,Cosine chan 0,Cosine chan 1,Cosine chan 2
14.646263122558594,18.941112518310547,17.055130004882812,2.0962657928466797,2.3458728790283203,2.0114855766296387,0.9708897471427917,0.9822375774383545,0.9749072790145874,0.9029165506362915,0.9424986243247986,0.9360083341598511,0.9954243302345276,0.9977251291275024,0.9948503375053406,979.7232055664062,1114.1475830078125,1057.22509765625,0.0025818347930908203,0.0016412138938903809,0.0034993886947631836
17.379297256469727,18.49463653564453,20.061174392700195,2.122133731842041,2.414158821105957,2.2448086738586426,0.9618674516677856,0.9787322878837585,0.9668185114860535,0.9571776390075684,0.9771005511283875,0.9294224977493286,0.9971293807029724,0.9982379078865051,0.9959139823913574,1067.2252197265625,1100.93798828125,1146.6163330078125,0.001635134220123291,0.0011878609657287598,0.0026527047157287598
36.485435485839844,23.94114112854004,37.08826446533203,3.638556480407715,3.2580130100250244,3.6578714847564697,0.9303106665611267,0.9607107639312744,0.9412773847579956,0.9433897733688354,0.954015851020813,0.9254496693611145,0.9964917302131653,0.9984064102172852,0.9956932663917542,1546.3212890625,1252.5999755859375,1559.04345703125,0.0021660923957824707,0.0010634064674377441,0.0027794241905212402
19.79998779296875,25.27374267578125,25.790721893310547,2.7202749252319336,3.1369991302490234,3.160309076309204,0.9550652503967285,0.9780598878860474,0.9588099122047424,0.9332709312438965,0.9182699918746948,0.9372634291648865,0.9958204030990601,0.9982256293296814,0.9948718547821045,1139.127685546875,1286.98876953125,1300.0849609375,0.001864314079284668,0.00117415189743042,0.003081798553466797
14.60391616821289,21.222219467163086,19.861709594726562,2.185161590576172,2.42397403717041,2.1741578578948975,0.9655975699424744,0.9832060933113098,0.9726314544677734,0.9101659655570984,0.9331714510917664,0.938414454460144,0.9964902997016907,0.998153030872345,0.9957953095436096,978.3057861328125,1179.330078125,1140.90185546875,0.0018717050552368164,0.0012898445129394531,0.0027712583541870117
15.283170700073242,18.35795783996582,21.478160858154297,1.9526726007461548,2.012056827545166,2.064213275909424,0.9574266672134399,0.9832791090011597,0.9667144417762756,0.8920061588287354,0.9416258931159973,0.9385482668876648,0.9969506859779358,0.9985353350639343,0.9959235191345215,1000.7986450195312,1096.8624267578125,1186.420166015625,0.0017313361167907715,0.001053929328918457,0.0027916431427001953
22.92241668701172,19.30864715576172,24.716903686523438,2.806231737136841,2.4245917797088623,3.2266640663146973,0.9588935971260071,0.9829860925674438,0.9535192251205444,0.9461710453033447,0.9456514120101929,0.9128473401069641,0.995251476764679,0.9982370138168335,0.9961851239204407,1225.660400390625,1124.9051513671875,1272.7320556640625,0.0032331347465515137,0.0011932849884033203,0.003056824207305908
24.08013343811035,31.712322235107422,33.41492462158203,2.7800662517547607,3.029127597808838,3.0337283611297607,0.945171594619751,0.9744793176651001,0.9576557278633118,0.9065051674842834,0.9529563784599304,0.9377046823501587,0.9965276718139648,0.9979872107505798,0.9956967234611511,1256.230712890625,1441.630615234375,1479.824462890625,0.001946568489074707,0.001277923583984375,0.0027170777320861816
11.668128967285156,22.095855712890625,22.066408157348633,2.458967685699463,3.198129892349243,2.4340827465057373,0.9577041268348694,0.9618796110153198,0.9707738757133484,0.9224296808242798,0.933381974697113,0.9365702271461487,0.9953469634056091,0.9980466365814209,0.9942708611488342,874.4612426757812,1203.3594970703125,1202.557373046875,0.0025814175605773926,0.001521766185760498,0.00371628999710083
17.64499282836914,17.560911178588867,22.403257369995117,2.4932661056518555,2.535004138946533,2.6686525344848633,0.9466732144355774,0.9731045365333557,0.9550549983978271,0.9414131045341492,0.9544009566307068,0.9416809678077698,0.9949790239334106,0.9978311657905579,0.9943820834159851,1075.3521728515625,1072.7869873046875,1211.701171875,0.002211272716522217,0.0012505054473876953,0.0032938122749328613
