MSE chan 0,MSE chan 1,MSE chan 2,MAE chan 0,MAE chan 1,MAE chan 2,SSIM chan 0,SSIM chan 1,SSIM chan 2,IOUs chan 0,IOUs chan 1,IOUs chan 2,PCC chan 0,PCC chan 1,PCC chan 2,Euclidean chan 0,Euclidean chan 1,Euclidean chan 2,Cosine chan 0,Cosine chan 1,Cosine chan 2,Cell Area
1113.40234375,704.2410278320312,145.34555053710938,23.03859519958496,17.29430389404297,8.487977027893066,0.665073573589325,0.7061514854431152,0.8900842666625977,0.7136033773422241,0.8303142786026001,0.9102802276611328,0.8931949138641357,0.9295406341552734,0.9891397953033447,4481.0947265625,3563.844482421875,1619.0450439453125,0.023782968521118164,0.03640758991241455,0.006327569484710693,18035
1189.1453857421875,668.2439575195312,146.05897521972656,27.905292510986328,16.388702392578125,9.153717994689941,0.6362048983573914,0.6588851809501648,0.8586927652359009,0.6553574800491333,0.8657800555229187,0.9243748188018799,0.9189240336418152,0.946841835975647,0.99000084400177,5146.43896484375,3857.95263671875,1803.655029296875,0.022432446479797363,0.023358285427093506,0.005278408527374268,22273
632.61962890625,735.8411254882812,153.0421905517578,18.441865921020508,18.74496841430664,8.582418441772461,0.624396562576294,0.6541141271591187,0.8611714839935303,0.7237540483474731,0.7864945530891418,0.926316499710083,0.9227181673049927,0.9433888792991638,0.9899396896362305,4405.6103515625,4751.45654296875,2166.9072265625,0.02043217420578003,0.02285236120223999,0.004569828510284424,30681
838.4256591796875,409.37237548828125,170.9542999267578,17.214597702026367,14.519192695617676,9.431373596191406,0.6115971207618713,0.7201012372970581,0.8861655592918396,0.67988121509552,0.7725582122802734,0.8868487477302551,0.8708814978599548,0.9590080976486206,0.9900716543197632,4757.35888671875,3324.243896484375,2148.19482421875,0.025893688201904297,0.016709625720977783,0.004799008369445801,26994
708.1716918945312,439.8386535644531,151.1995086669922,19.049489974975586,13.72334098815918,8.471992492675781,0.6048025488853455,0.7259455919265747,0.8764488697052002,0.711435079574585,0.7992305159568787,0.9341935515403748,0.9112481474876404,0.963404655456543,0.9902871251106262,3722.947265625,2934.0283203125,1720.2548828125,0.018435657024383545,0.01795583963394165,0.005561232566833496,19572
610.01513671875,693.7129516601562,212.322265625,20.219335556030273,15.505775451660156,10.242907524108887,0.4238807260990143,0.6280559301376343,0.8000062108039856,0.5642486810684204,0.8227126598358154,0.8950454592704773,0.9396594166755676,0.9556283950805664,0.9913085103034973,3172.481689453125,3383.130126953125,1871.6583251953125,0.005230724811553955,0.0223541259765625,0.005113065242767334,16499
1421.029541015625,480.90435791015625,172.5011444091797,28.867921829223633,14.782651901245117,9.284734725952148,0.5837194919586182,0.7255344986915588,0.8744949102401733,0.4524102807044983,0.8378942012786865,0.9260300397872925,0.9006232023239136,0.96019047498703,0.9908973574638367,5646.056640625,3284.528564453125,1967.159912109375,0.015970826148986816,0.02007991075515747,0.004756271839141846,22433
805.5484619140625,631.4094848632812,198.70391845703125,22.363487243652344,17.381608963012695,9.666524887084961,0.5983668565750122,0.6961182951927185,0.792687177658081,0.7326605916023254,0.8303608894348145,0.9532509446144104,0.9482415318489075,0.9742671847343445,0.9906891584396362,4347.3876953125,3848.912841796875,2159.16455078125,0.010013759136199951,0.011395454406738281,0.004601538181304932,23462
624.3590698242188,540.4586791992188,96.8944091796875,16.251623153686523,13.759770393371582,7.217132568359375,0.702072024345398,0.7384029030799866,0.8782909512519836,0.6581476330757141,0.7041051983833313,0.9296255707740784,0.8817325830459595,0.9110412001609802,0.988160252571106,3865.912841796875,3596.798583984375,1522.945068359375,0.02620518207550049,0.036156296730041504,0.005531728267669678,23937
1174.6837158203125,462.8766784667969,146.25279235839844,29.03230857849121,13.784001350402832,9.083245277404785,0.5518224835395813,0.6880341172218323,0.8345013856887817,0.4567677080631256,0.7113683223724365,0.9042505025863647,0.8158422708511353,0.9210377335548401,0.9841229915618896,5793.46484375,3636.725830078125,2044.231201171875,0.04112553596496582,0.028110206127166748,0.007013559341430664,28573
