MSE chan 0,MSE chan 1,MSE chan 2,MAE chan 0,MAE chan 1,MAE chan 2,SSIM chan 0,SSIM chan 1,SSIM chan 2,IOUs chan 0,IOUs chan 1,IOUs chan 2,PCC chan 0,PCC chan 1,PCC chan 2,Euclidean chan 0,Euclidean chan 1,Euclidean chan 2,Cosine chan 0,Cosine chan 1,Cosine chan 2,Cell Area
592.4043579101562,833.4207763671875,120.2071533203125,15.832487106323242,19.336275100708008,7.639597415924072,0.6459273099899292,0.7002696990966797,0.8877398371696472,0.7839598655700684,0.8164799809455872,0.933911144733429,0.9205909371376038,0.9282583594322205,0.9913095235824585,3268.640625,3876.950439453125,1472.3912353515625,0.019195258617401123,0.037509381771087646,0.00514674186706543,18035
879.3480834960938,727.022216796875,124.92237091064453,23.64004898071289,18.396060943603516,7.841299057006836,0.6389177441596985,0.6516944169998169,0.8557441830635071,0.7332621812820435,0.8415765166282654,0.9683711528778076,0.9393724799156189,0.958307147026062,0.9910392761230469,4425.57568359375,4024.04833984375,1668.051513671875,0.017027199268341064,0.018530845642089844,0.004500985145568848,22273
821.4035034179688,739.6931762695312,247.57164001464844,22.863534927368164,18.59008026123047,11.248270034790039,0.623088002204895,0.6552284955978394,0.8561127781867981,0.6159003376960754,0.7947949767112732,0.8946487307548523,0.9210941791534424,0.9488393068313599,0.9879627227783203,5020.107421875,4763.87744140625,2756.037841796875,0.022594988346099854,0.021579444408416748,0.005624115467071533,30681
955.24072265625,447.5379638671875,128.03921508789062,18.874027252197266,15.961771011352539,7.547184467315674,0.5792062878608704,0.7286636829376221,0.8816618323326111,0.6612428426742554,0.7882645726203918,0.912188708782196,0.8484222888946533,0.9576020240783691,0.9902110695838928,5077.96875,3475.750244140625,1859.110107421875,0.030610978603363037,0.018034934997558594,0.004614710807800293,26994
912.19482421875,449.5686950683594,155.53890991210938,24.141477584838867,13.79202938079834,8.578987121582031,0.6059954166412354,0.726499080657959,0.8729746341705322,0.6378533840179443,0.7552142143249512,0.920059323310852,0.9159457087516785,0.9605649709701538,0.9894543290138245,4225.33740234375,2966.3037109375,1744.7657470703125,0.017869234085083008,0.019032061100006104,0.005827903747558594,19572
1139.648193359375,708.0764770507812,180.51840209960938,29.012496948242188,16.562604904174805,9.314918518066406,0.5147092938423157,0.6298654079437256,0.850780189037323,0.5041822195053101,0.7442348003387451,0.932400643825531,0.9283317923545837,0.9555788040161133,0.9925738573074341,4336.2490234375,3417.97509765625,1725.79638671875,0.009791254997253418,0.022407174110412598,0.004570960998535156,16499
1034.38134765625,525.0341796875,152.07569885253906,24.464092254638672,15.701228141784668,8.607548713684082,0.6150981783866882,0.72472083568573,0.8772502541542053,0.5331997275352478,0.8130207061767578,0.9226825833320618,0.9150174260139465,0.9600134491920471,0.9909650683403015,4817.08203125,3431.922607421875,1847.0284423828125,0.016781270503997803,0.020094454288482666,0.004722714424133301,22433
1133.275390625,428.02752685546875,201.61599731445312,27.77432632446289,14.490204811096191,9.946613311767578,0.6029815077781677,0.7125460505485535,0.8005974888801575,0.6676396727561951,0.8124828934669495,0.952101469039917,0.9443735480308533,0.9759031534194946,0.9911656379699707,5156.443359375,3168.9716796875,2174.9287109375,0.014969885349273682,0.010358214378356934,0.004301548004150391,23462
571.7803955078125,444.1495666503906,90.59249114990234,16.491493225097656,12.615604400634766,6.999525547027588,0.7003406286239624,0.7572382688522339,0.87459397315979,0.6868257522583008,0.7401414513587952,0.939799964427948,0.8966898322105408,0.9227861762046814,0.988642156124115,3699.55517578125,3260.61474609375,1472.5870361328125,0.0230599045753479,0.03152155876159668,0.005217552185058594,23937
658.3326416015625,378.78814697265625,151.29888916015625,21.272109985351562,12.674277305603027,8.562570571899414,0.5646184682846069,0.6967998743057251,0.825340747833252,0.5583444833755493,0.7431460618972778,0.9264839887619019,0.8901157975196838,0.9349498748779297,0.9833505749702454,4337.11181640625,3289.85009765625,2079.19775390625,0.013714194297790527,0.023029029369354248,0.006970226764678955,28573
613.0966186523438,1023.7246704101562,247.67922973632812,17.095415115356445,24.583919525146484,11.144903182983398,0.6195346117019653,0.6425434350967407,0.8424723744392395,0.771617591381073,0.6183318495750427,0.9298099875450134,0.9214516282081604,0.9680283665657043,0.9915070533752441,2993.496337890625,3868.172607421875,1902.650634765625,0.020564258098602295,0.018313050270080566,0.00550001859664917,14616
827.4923706054688,1022.2338256835938,185.7964630126953,21.579875946044922,21.453899383544922,9.626185417175293,0.5155127644538879,0.6808140873908997,0.905132532119751,0.5706806182861328,0.792108952999115,0.9039565324783325,0.8524506688117981,0.9315956830978394,0.9911827445030212,2975.87353515625,3307.558837890625,1410.1041259765625,0.017069220542907715,0.03690183162689209,0.006099343299865723,10702
1708.7303466796875,456.0462951660156,183.6041259765625,23.171358108520508,13.553868293762207,10.497857093811035,0.5469323396682739,0.7445178031921387,0.837922990322113,0.5149754285812378,0.6673710346221924,0.8594964146614075,0.7517147064208984,0.9485775232315063,0.9872775673866272,4390.4658203125,2268.18408203125,1439.1796875,0.0742449164390564,0.028468728065490723,0.008460581302642822,11281
