MSE chan 0,MSE chan 1,MSE chan 2,MAE chan 0,MAE chan 1,MAE chan 2,SSIM chan 0,SSIM chan 1,SSIM chan 2,IOUs chan 0,IOUs chan 1,IOUs chan 2,PCC chan 0,PCC chan 1,PCC chan 2,Euclidean chan 0,Euclidean chan 1,Euclidean chan 2,Cosine chan 0,Cosine chan 1,Cosine chan 2
272.05029296875,115.51951599121094,145.3876495361328,7.188337326049805,4.92710018157959,5.000433921813965,0.878264844417572,0.9183669686317444,0.9002517461776733,0.6615575551986694,0.8828111290931702,0.831153392791748,0.9310543537139893,0.974303662776947,0.952492892742157,4222.45068359375,2751.488037109375,3086.76611328125,0.03984475135803223,0.017798185348510742,0.03237706422805786
230.57887268066406,196.7091827392578,201.22116088867188,7.021055221557617,6.870792865753174,6.5998358726501465,0.8429879546165466,0.9095937609672546,0.8944330811500549,0.8503368496894836,0.9106360673904419,0.7894557118415833,0.9600005745887756,0.9850682616233826,0.966738224029541,3887.31494140625,3590.47802734375,3631.422607421875,0.0226019024848938,0.009567737579345703,0.0214841365814209
398.41473388671875,202.73141479492188,318.04400634765625,10.054862976074219,8.032115936279297,9.766674041748047,0.783107578754425,0.8665741086006165,0.8318489193916321,0.7590309381484985,0.8768289089202881,0.7798640727996826,0.9556604623794556,0.9791086912155151,0.9608594179153442,5109.84423828125,3645.02490234375,4565.44970703125,0.023812532424926758,0.012535810470581055,0.023830831050872803
237.69131469726562,123.61132049560547,188.6527099609375,10.131326675415039,7.185370445251465,8.628661155700684,0.824124276638031,0.8777910470962524,0.8389275074005127,0.6360547542572021,0.8661097288131714,0.7902893424034119,0.9629776477813721,0.9840079545974731,0.9646353125572205,3946.813720703125,2846.22412109375,3516.18310546875,0.018388211727142334,0.010454058647155762,0.02265334129333496
315.279296875,101.96356201171875,169.04798889160156,9.157005310058594,5.597481727600098,6.345993995666504,0.8469544053077698,0.9038479924201965,0.8927236795425415,0.6573910713195801,0.8877941370010376,0.8053619265556335,0.9360287189483643,0.9836999773979187,0.9646012783050537,4545.56298828125,2585.011474609375,3328.472412109375,0.0363231897354126,0.011880040168762207,0.02465212345123291
257.1361999511719,91.01405334472656,120.86500549316406,7.039838790893555,5.438310623168945,5.806280612945557,0.8648533821105957,0.8924826979637146,0.8805820941925049,0.6835079193115234,0.8814370036125183,0.8395743370056152,0.9495025277137756,0.988452672958374,0.979249894618988,4105.07958984375,2442.27294921875,2814.4287109375,0.030013620853424072,0.00898832082748413,0.015406548976898193
573.64697265625,230.3182830810547,333.980224609375,15.150673866271973,8.150270462036133,10.122004508972168,0.7656457424163818,0.8873018026351929,0.8339357972145081,0.6958895325660706,0.8366407155990601,0.6707547307014465,0.9370190501213074,0.9838000535964966,0.9684975147247314,6131.4375,3885.11767578125,4678.43212890625,0.03856319189071655,0.010753870010375977,0.022151529788970947
220.89739990234375,193.25936889648438,171.59759521484375,7.665151596069336,6.877799987792969,6.157988548278809,0.8446398973464966,0.8766993880271912,0.8766971230506897,0.7565799951553345,0.9069017767906189,0.8980882167816162,0.9686654806137085,0.9852970242500305,0.9776237607002258,3804.830078125,3558.8544921875,3353.478759765625,0.016674339771270752,0.009281694889068604,0.014102697372436523
334.50042724609375,142.0802001953125,156.06918334960938,9.144938468933105,6.147062301635742,5.489652156829834,0.8426089286804199,0.902060329914093,0.9056129455566406,0.6625133156776428,0.8875125646591187,0.8573680520057678,0.9229215383529663,0.978946328163147,0.958238959312439,4682.07421875,3051.453369140625,3198.14794921875,0.03991806507110596,0.013352572917938232,0.02661794424057007
209.23001098632812,140.27340698242188,194.11984252929688,6.865187644958496,6.344613075256348,6.969005107879639,0.8236364126205444,0.8790377378463745,0.8575912714004517,0.7293640971183777,0.8781519532203674,0.8024991154670715,0.9406981468200684,0.9739166498184204,0.9509400129318237,3702.985107421875,3031.989013671875,3566.7685546875,0.026469826698303223,0.014953315258026123,0.028616011142730713
